Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001000	0.287237	0.459687	90.409207	88.652482	
0.001000	0.269290	0.436427	90.792839	88.652482	
0.001000	0.263404	0.419792	91.176471	87.943262	
0.001000	0.251669	0.441613	91.304348	87.943262	
0.001000	0.231151	0.500717	91.304348	86.524823	
0.001000	0.228054	0.533178	91.943734	85.106383	
0.001000	0.224105	0.571086	92.071611	85.106383	
0.001000	0.231748	0.546781	91.304348	85.815603	
0.001000	0.307315	0.527904	89.514067	84.397163	
0.001000	0.224156	0.504717	92.327366	86.524823	
0.001000	0.234134	0.475874	92.071611	85.815603	
0.001000	0.239716	0.453416	91.815857	87.234043	
0.001000	0.239388	0.420629	91.176471	90.070922	
0.001000	0.262577	0.406303	90.920716	90.780142	
0.001000	0.231534	0.423400	92.327366	87.943262	
0.001000	0.270940	0.444181	90.153453	89.361702	
0.001000	0.269217	0.452422	91.687979	87.943262	
0.001000	0.253834	0.453516	91.176471	87.234043	
0.001000	0.224981	0.471869	93.094629	87.234043	
0.001000	0.271661	0.468793	90.920716	87.943262	
0.001000	0.241939	0.475885	91.815857	87.943262	
0.001000	0.258882	0.459524	91.560102	87.943262	
0.001000	0.257623	0.521181	91.432225	86.524823	
0.001000	0.233735	0.581981	91.176471	84.397163	
0.001000	0.216508	0.534995	92.327366	87.234043	
0.001000	0.236349	0.447048	90.664962	89.361702	
0.001000	0.222545	0.456815	91.560102	87.943262	
0.001000	0.263090	0.473887	90.409207	86.524823	
0.001000	0.234643	0.529818	92.583120	86.524823	
0.001000	0.190140	0.527370	93.222506	87.234043	
0.001000	0.258456	0.483055	90.920716	87.234043	
0.001000	0.247937	0.461680	91.432225	87.234043	
0.001000	0.245135	0.456601	92.071611	85.815603	
0.001000	0.216839	0.461663	92.710997	86.524823	
0.001000	0.218099	0.461947	92.966752	87.234043	
0.001000	0.214182	0.444701	92.327366	87.234043	
0.001000	0.227771	0.441665	91.815857	87.943262	
0.001000	0.189205	0.407807	92.966752	90.070922	
0.001000	0.188577	0.375456	93.094629	87.234043	
0.001000	0.266096	0.371991	91.176471	88.652482	
0.001000	0.312889	0.388838	89.386189	87.943262	
0.001000	0.232841	0.418632	92.199489	88.652482	
0.001000	0.197214	0.462220	94.117647	89.361702	
0.001000	0.234747	0.522352	92.327366	87.943262	
0.001000	0.185697	0.536756	93.989770	87.234043	
0.001000	0.192368	0.523259	92.583120	87.234043	
0.001000	0.217639	0.550591	92.838875	87.234043	
0.001000	0.204344	0.518477	93.606138	87.234043	
0.001000	0.233579	0.491315	92.071611	87.234043	
0.001000	0.235092	0.498989	91.687979	87.234043	
0.001000	0.246404	0.496538	91.687979	87.234043	
0.001000	0.209398	0.478725	93.734015	87.234043	
0.001000	0.227792	0.476270	92.455243	86.524823	
0.001000	0.236572	0.452970	91.943734	86.524823	
0.001000	0.230393	0.456456	91.815857	86.524823	
0.001000	0.223708	0.471949	91.687979	86.524823	
0.001000	0.201957	0.496400	92.327366	85.815603	
0.001000	0.259309	0.532224	91.432225	87.234043	
0.001000	0.217463	0.561205	92.327366	87.234043	
0.001000	0.198648	0.572479	93.094629	86.524823	
0.001000	0.202092	0.562074	92.838875	87.234043	
0.001000	0.222383	0.514033	91.943734	87.943262	
0.001000	0.180800	0.471955	93.734015	88.652482	
0.001000	0.181070	0.461966	93.989770	89.361702	
0.001000	0.212780	0.448702	92.710997	90.070922	
0.001000	0.185366	0.440856	93.222506	89.361702	
0.001000	0.210024	0.422808	92.199488	88.652482	
0.001000	0.198482	0.411325	93.350384	88.652482	
0.001000	0.218355	0.405891	92.071611	89.361702	
0.001000	0.158867	0.398696	94.757033	90.070922	
0.001000	0.194684	0.380869	93.350384	90.070922	
0.001000	0.177397	0.391262	93.989770	89.361702	
0.001000	0.212965	0.397966	92.710997	87.943262	
0.001000	0.226765	0.425279	92.583120	89.361702	
0.001000	0.224426	0.443156	92.071611	89.361702	
0.001000	0.199489	0.457481	92.583120	87.234043	
0.001000	0.184827	0.459938	93.606138	87.943262	
0.001000	0.167320	0.458210	94.245524	89.361702	
0.001000	0.196035	0.493948	92.455243	86.524823	
0.001000	0.251894	0.545034	91.304348	84.397163	
0.001000	0.215297	0.617975	93.478261	85.106383	
0.001000	0.193576	0.572693	93.606138	84.397163	
0.001000	0.222250	0.511698	92.071611	86.524823	
0.001000	0.193278	0.637101	92.455243	85.106383	
0.001000	0.220862	0.750452	92.710997	84.397163	
0.000100	0.856724	0.118004	75.209381	93.750000	
0.000100	0.782190	0.105984	76.716918	93.750000	
0.000100	0.885094	0.101227	72.529314	95.000000	
0.000100	0.673067	0.103478	78.559465	95.000000	
0.000100	0.609267	0.101345	80.234506	96.250000	
0.000100	0.515762	0.107365	82.077052	96.250000	
0.000100	0.467662	0.116129	84.422112	93.750000	
0.000100	0.569237	0.120679	81.574540	92.500000	
0.000100	0.450440	0.128824	83.919598	93.750000	
0.000100	0.448086	0.138669	85.594641	93.750000	
0.000100	0.503342	0.148086	82.579565	92.500000	
0.000100	0.454122	0.147656	84.254607	92.500000	
0.000100	0.489662	0.155401	84.924624	92.500000	
0.000100	0.399672	0.154093	87.772195	92.500000	
0.000100	0.379476	0.158071	86.264658	92.500000	
0.000100	0.382165	0.157226	87.604691	92.500000	
0.000100	0.348471	0.154323	88.442211	92.500000	
0.000100	0.461300	0.154962	84.589615	93.750000	
0.000100	0.343400	0.150296	87.939699	93.750000	
0.000100	0.435714	0.148276	84.087103	92.500000	
0.000100	0.434275	0.153132	86.097153	92.500000	
0.000100	0.377046	0.150837	85.929649	92.500000	
0.000100	0.422671	0.150567	86.264657	93.750000	
0.000100	0.372391	0.150388	86.934674	93.750000	
0.000100	0.367145	0.150543	87.269683	93.750000	
0.000100	0.405805	0.148098	86.432162	92.500000	
0.000100	0.356765	0.141893	86.599666	93.750000	
0.000100	0.387013	0.137628	86.097153	93.750000	
0.000100	0.336226	0.138810	87.604690	93.750000	
0.000100	0.402095	0.139419	84.757119	93.750000	
0.000100	0.370349	0.136343	86.432161	93.750000	
0.000100	0.358565	0.138386	88.107203	93.750000	
0.000100	0.332684	0.136186	88.442212	93.750000	
0.000100	0.343919	0.132408	88.609716	93.750000	
0.000100	0.329169	0.130612	87.939699	95.000000	
0.000100	0.363913	0.132358	85.929648	93.750000	
0.000100	0.330999	0.127544	88.944724	93.750000	
0.000100	0.337506	0.124673	88.107203	95.000000	
0.000100	0.360638	0.119836	86.599666	95.000000	
0.000100	0.367699	0.119000	87.437187	95.000000	
0.000100	0.353753	0.117852	87.939699	95.000000	
0.000100	0.317243	0.120059	89.112228	93.750000	
0.000100	0.277855	0.129657	90.787271	93.750000	
0.000100	0.299334	0.135494	90.787271	93.750000	
0.000100	0.362415	0.136296	87.772195	93.750000	
0.000100	0.294985	0.130656	90.117254	93.750000	
0.000100	0.275726	0.131977	90.284758	93.750000	
0.000100	0.345853	0.136828	87.604691	93.750000	
0.000100	0.295313	0.141116	89.112228	93.750000	
0.000100	0.314229	0.137769	89.447237	93.750000	
0.000100	0.324640	0.142610	89.279733	93.750000	
0.000100	0.310294	0.132846	88.944724	93.750000	
0.000100	0.295876	0.127542	89.279733	95.000000	
0.000100	0.329057	0.122156	87.939699	96.250000	
0.000100	0.320749	0.120847	88.274707	96.250000	
0.000100	0.315970	0.116950	88.609715	96.250000	
0.000100	0.366326	0.117644	86.264658	96.250000	
0.000100	0.329215	0.116866	86.097153	96.250000	
0.000100	0.369688	0.116801	87.269682	95.000000	
0.000100	0.281145	0.119083	90.117254	95.000000	
0.000100	0.328031	0.122128	89.279733	95.000000	
0.000100	0.304147	0.124775	89.112228	95.000000	
0.000100	0.300699	0.123713	89.279732	95.000000	
0.000100	0.354085	0.120505	87.772195	95.000000	
0.000100	0.283683	0.118826	90.117253	95.000000	
0.000100	0.288444	0.120249	89.614741	95.000000	
0.000100	0.305642	0.117644	88.442212	95.000000	
0.000100	0.323439	0.117173	88.609716	96.250000	
0.000100	0.312274	0.117499	87.437187	96.250000	
0.000100	0.317971	0.124791	89.279733	95.000000	
0.000100	0.323953	0.128844	88.777220	95.000000	
0.000100	0.286718	0.131055	90.117254	95.000000	
0.000100	0.288954	0.127417	89.614741	95.000000	
0.000100	0.308814	0.128984	89.279732	95.000000	
0.000100	0.354816	0.137618	87.102178	95.000000	
0.000100	0.377536	0.135340	86.934674	95.000000	
0.000100	0.354292	0.137221	86.264657	95.000000	
0.000100	0.278793	0.130080	89.447237	95.000000	
0.000100	0.307339	0.138127	88.777220	95.000000	
0.000100	0.289098	0.138129	90.117253	95.000000	
0.000100	0.329404	0.135561	88.777220	95.000000	
0.000100	0.295613	0.131844	89.447237	95.000000	
0.000100	0.317143	0.129796	88.107203	95.000000	
0.000100	0.261785	0.135215	90.619766	95.000000	
0.000100	0.279360	0.129528	89.614741	95.000000	
0.000100	0.273131	0.128524	90.117254	95.000000	
0.000100	0.293739	0.119135	89.949749	95.000000	
0.000100	0.290979	0.116753	88.777220	95.000000	
0.000100	0.307023	0.116460	88.274707	95.000000	
0.000100	0.328388	0.119812	88.944724	95.000000	
0.000100	0.287353	0.116658	89.112228	95.000000	
0.000100	0.283119	0.117763	90.452262	95.000000	
0.000100	0.286022	0.122827	90.284758	95.000000	
0.000100	0.273269	0.116457	89.782245	95.000000	
0.000100	0.324833	0.125421	88.777220	95.000000	
0.000100	0.284659	0.126659	90.284757	95.000000	
0.000100	0.256378	0.121930	90.284758	95.000000	
0.000100	0.302109	0.121688	88.777220	95.000000	
0.000100	0.290096	0.119567	89.614741	95.000000	
0.000100	0.266542	0.118829	91.122279	96.250000	
0.001000	0.250556	0.129076	91.959800	95.000000	
0.001000	0.275685	0.137704	91.122279	95.000000	
0.001000	0.276676	0.138884	90.117254	95.000000	
0.001000	0.246139	0.136598	91.624791	95.000000	
0.001000	0.283389	0.126581	89.782245	95.000000	
0.001000	0.227750	0.110395	91.624791	95.000000	
0.001000	0.268496	0.105284	91.122278	95.000000	
0.001000	0.233211	0.100702	91.959799	95.000000	
0.001000	0.273731	0.098743	90.452262	95.000000	
0.001000	0.247575	0.095646	90.619766	96.250000	
0.001000	0.244572	0.105192	91.792295	96.250000	
0.001000	0.255176	0.112222	89.614741	93.750000	
0.001000	0.254086	0.116982	89.949749	95.000000	
0.001000	0.261666	0.116289	90.452261	95.000000	
0.001000	0.264394	0.101908	90.787270	95.000000	
0.001000	0.211320	0.087815	92.294807	96.250000	
0.001000	0.218192	0.076887	93.299833	96.250000	
0.001000	0.273637	0.064280	89.614741	98.750000	
0.001000	0.267477	0.071901	90.452262	97.500000	
0.001000	0.300660	0.075093	89.447237	97.500000	
0.001000	0.227610	0.080720	93.132329	97.500000	
0.001000	0.227482	0.096706	91.959800	96.250000	
0.001000	0.267385	0.109910	89.279733	96.250000	
0.001000	0.206697	0.108518	92.964825	96.250000	
0.001000	0.236644	0.110182	91.624791	96.250000	
0.001000	0.221911	0.101902	92.294808	96.250000	
0.001000	0.205967	0.104728	92.294808	96.250000	
0.001000	0.250541	0.111734	90.452262	95.000000	
0.001000	0.203186	0.122410	92.462312	95.000000	
0.001000	0.208851	0.122728	91.792295	95.000000	
0.001000	0.237863	0.127373	91.289783	95.000000	
0.001000	0.226046	0.136545	92.127304	96.250000	
0.001000	0.202749	0.135266	92.797320	96.250000	
0.001000	0.222612	0.132477	91.792295	96.250000	
0.001000	0.195306	0.129009	93.299833	96.250000	
0.001000	0.228583	0.137811	91.624792	95.000000	
0.001000	0.217318	0.154899	92.294808	95.000000	
0.001000	0.219286	0.161615	92.294808	93.750000	
0.001000	0.198316	0.162871	92.964825	93.750000	
0.001000	0.184368	0.157854	93.132329	93.750000	
0.001000	0.202128	0.151650	92.127303	93.750000	
0.001000	0.228751	0.145474	92.294808	93.750000	
0.001000	0.226076	0.146972	91.792296	93.750000	
0.001000	0.256830	0.147098	90.787271	93.750000	
0.001000	0.205549	0.140643	93.802346	93.750000	
0.001000	0.213384	0.128905	91.792295	95.000000	
0.001000	0.189454	0.128757	93.634842	96.250000	
0.001000	0.209575	0.133055	91.959800	96.250000	
0.001000	0.194156	0.135471	93.969850	96.250000	
0.001000	0.191436	0.134368	93.634841	96.250000	
0.001000	0.179708	0.137652	93.467337	96.250000	
0.001000	0.252337	0.135124	91.289783	96.250000	
0.001000	0.219470	0.131704	91.457287	96.250000	
0.001000	0.215279	0.131015	91.457287	96.250000	
0.001000	0.187130	0.127932	93.299833	96.250000	
0.001000	0.219246	0.123512	92.127303	96.250000	
0.001000	0.225185	0.122353	90.452262	95.000000	
0.001000	0.182271	0.114371	94.137353	95.000000	
0.001000	0.199655	0.109812	93.132329	95.000000	
0.001000	0.244887	0.114666	90.452261	95.000000	
0.001000	0.215088	0.111008	91.122279	95.000000	
0.001000	0.190087	0.108167	92.797320	95.000000	
0.001000	0.198036	0.117539	93.132329	95.000000	
0.001000	0.212284	0.117125	91.624792	95.000000	
0.001000	0.220483	0.114313	92.294808	93.750000	
0.001000	0.180079	0.110541	93.467337	95.000000	
0.001000	0.185307	0.106682	93.467337	95.000000	
0.001000	0.242748	0.101519	92.127303	95.000000	
0.001000	0.151235	0.093954	94.304858	96.250000	
0.001000	0.155472	0.093727	94.639867	96.250000	
0.001000	0.219964	0.099265	91.792296	96.250000	
0.001000	0.186595	0.100578	92.797320	96.250000	
0.001000	0.252351	0.106930	90.452262	96.250000	
0.001000	0.188787	0.109592	92.797321	96.250000	
0.001000	0.169736	0.118312	93.634842	96.250000	
0.001000	0.183562	0.129616	93.132329	95.000000	
0.001000	0.182306	0.138481	92.462312	95.000000	
0.001000	0.231642	0.144204	91.792295	95.000000	
0.001000	0.226868	0.163971	91.792295	95.000000	
0.001000	0.178470	0.169207	93.132329	95.000000	
0.001000	0.188768	0.161188	93.299833	95.000000	
0.001000	0.233915	0.151108	91.457287	95.000000	
0.001000	0.192640	0.132441	92.127304	95.000000	
0.001000	0.215283	0.129483	91.457287	95.000000	
0.001000	0.182998	0.119429	92.964825	95.000000	
0.001000	0.175379	0.113654	93.467337	95.000000	
0.001000	0.175980	0.119209	93.634841	95.000000	
0.001000	0.174927	0.120293	93.467337	95.000000	
0.001000	0.152564	0.128981	93.802345	95.000000	
0.001000	0.204617	0.142170	93.802346	93.750000	
0.001000	0.163514	0.155103	94.137353	93.750000	
0.001000	0.187582	0.156986	93.969850	93.750000	
0.001000	0.203043	0.156000	92.462312	93.750000	
0.001000	0.156983	0.146963	94.304858	93.750000	
0.001000	0.160786	0.138488	94.807371	93.750000	
0.001000	0.184543	0.129064	93.634841	95.000000	
0.001000	0.181453	0.128180	92.462312	95.000000	
0.001000	0.212995	0.125058	92.127304	95.000000	
0.001000	0.173975	0.118558	93.299833	93.750000	
0.001000	0.138891	0.125201	95.309883	93.750000	
0.000100	1.376206	0.152724	65.771812	95.408163	
0.000100	1.194872	0.175193	68.072867	94.897959	
0.000100	1.010033	0.205689	72.866731	94.897959	
0.000100	0.836532	0.265641	76.510067	92.857143	
0.000100	0.736442	0.308109	76.797699	92.857143	
0.000100	0.605110	0.359142	82.070949	92.346939	
0.000100	0.539388	0.385263	83.221476	91.836735	
0.000100	0.476122	0.423887	85.330777	90.306122	
0.000100	0.450147	0.430011	86.577181	90.306122	
0.000100	0.423989	0.413250	87.535954	90.816326	
0.000100	0.398012	0.377977	89.069990	91.836735	
0.000100	0.405756	0.373328	88.590604	91.836735	
0.000100	0.384746	0.382988	89.357622	91.836735	
0.000100	0.414864	0.365350	87.919463	92.346939	
0.000100	0.420172	0.355724	87.823586	91.836735	
0.000100	0.390843	0.320802	88.590604	92.346939	
0.000100	0.361666	0.300893	89.261745	92.857143	
0.000100	0.341228	0.287848	90.604027	93.367347	
0.000100	0.333360	0.267680	90.028763	94.897959	
0.000100	0.336263	0.265737	90.220518	94.897959	
0.000100	0.345765	0.271941	89.453500	94.387755	
0.000100	0.357361	0.278449	88.686481	94.387755	
0.000100	0.324834	0.285653	91.562800	93.367347	
0.000100	0.353530	0.301153	89.069990	93.367347	
0.000100	0.333937	0.308352	89.453500	92.346939	
0.000100	0.298438	0.276745	91.658677	94.387755	
0.000100	0.274019	0.267279	92.042186	94.897959	
0.000100	0.284419	0.259891	91.179290	95.408163	
0.000100	0.299166	0.276315	90.987536	94.387755	
0.000100	0.325965	0.288883	90.508150	93.877551	
0.000100	0.285633	0.276047	91.179291	94.897959	
0.000100	0.344072	0.281280	89.837009	94.897959	
0.000100	0.278903	0.261457	92.329818	94.897959	
0.000100	0.292581	0.243230	91.371045	95.918367	
0.000100	0.289264	0.228051	90.699904	95.918367	
0.000100	0.253426	0.208956	92.329818	95.918367	
0.000100	0.264773	0.218110	92.042186	95.918367	
0.000100	0.286067	0.220672	91.083413	95.918367	
0.000100	0.250229	0.223385	92.809204	95.918367	
0.000100	0.291739	0.222686	91.371045	95.918367	
0.000100	0.310775	0.224902	90.028763	95.918367	
0.000100	0.262021	0.227873	92.329818	95.918367	
0.000100	0.280159	0.231317	91.371045	95.918367	
0.000100	0.284688	0.219809	91.371045	95.918367	
0.000100	0.273241	0.219247	91.179291	95.918367	
0.000100	0.282017	0.220199	90.987536	95.918367	
0.000100	0.279754	0.211012	90.124640	95.918367	
0.000100	0.302365	0.222152	90.124640	95.918367	
0.000100	0.277139	0.217026	91.275168	95.918367	
0.000100	0.276967	0.204025	90.795781	95.918367	
0.000100	0.288070	0.213460	90.604027	95.918367	
0.000100	0.245046	0.215670	93.288591	95.918367	
0.000100	0.259863	0.211350	91.658677	95.918367	
0.000100	0.224475	0.202749	92.809204	95.918367	
0.000100	0.278818	0.210158	90.124640	95.918367	
0.000100	0.241557	0.202618	92.617450	95.918367	
0.000100	0.258867	0.193950	92.042186	95.918367	
0.000100	0.287148	0.201580	91.083413	95.918367	
0.000100	0.247638	0.193203	91.371045	95.918367	
0.000100	0.275753	0.185990	91.371045	95.918367	
0.000100	0.264912	0.188701	91.371045	95.918367	
0.000100	0.232699	0.190055	93.000959	95.918367	
0.000100	0.272770	0.190136	91.275168	95.918367	
0.000100	0.264351	0.192742	91.083413	95.918367	
0.000100	0.268458	0.192307	91.466922	95.918367	
0.000100	0.240330	0.185650	91.371045	95.918367	
0.000100	0.282360	0.182310	90.124640	95.918367	
0.000100	0.224845	0.179276	92.713327	95.918367	
0.000100	0.261651	0.181668	92.042186	95.918367	
0.000100	0.239016	0.182834	92.233941	95.918367	
0.000100	0.261619	0.180487	91.371045	95.918367	
0.000100	0.221500	0.181640	93.192713	95.918367	
0.000100	0.256786	0.185798	92.042186	95.918367	
0.000100	0.247683	0.200608	91.754554	95.918367	
0.000100	0.232085	0.193855	92.329818	95.918367	
0.000100	0.268837	0.190900	91.083413	95.918367	
0.000100	0.254733	0.181134	91.850431	95.918367	
0.000100	0.230352	0.183877	91.371045	95.918367	
0.000100	0.262775	0.181307	92.042186	95.918367	
0.000100	0.243165	0.174376	92.425695	95.918367	
0.000100	0.227090	0.177513	92.042186	95.918367	
0.000100	0.280986	0.180492	90.508150	95.918367	
0.000100	0.235340	0.171330	92.042186	95.918367	
0.000100	0.218072	0.172291	93.288591	95.918367	
0.000100	0.222974	0.174972	93.096836	95.918367	
0.000100	0.258895	0.174166	91.083413	95.918367	
0.000100	0.240805	0.172749	92.042186	95.918367	
0.000100	0.245122	0.171765	92.329818	95.918367	
0.000100	0.251804	0.176156	91.946309	95.918367	
0.000100	0.239028	0.177980	91.754554	95.918367	
0.000100	0.219442	0.175049	92.713327	96.428571	
0.000100	0.238482	0.179899	91.946309	95.918367	
0.000100	0.248361	0.180975	92.042186	96.428571	
0.000100	0.248012	0.174786	92.138063	95.918367	
0.000100	0.244964	0.175372	91.946309	96.428571	
0.000100	0.248390	0.177025	91.466922	95.918367	
0.000100	0.246745	0.172267	91.850431	95.918367	
0.000100	0.234368	0.167858	92.329818	95.918367	
0.000100	0.261272	0.167570	91.946309	95.918367	
0.000100	0.230994	0.163466	92.521572	95.918367	
0.001000	0.207088	0.171190	93.096836	96.428571	
0.001000	0.253111	0.188930	91.754554	95.918367	
0.001000	0.247192	0.186925	91.275168	95.408163	
0.001000	0.268004	0.158127	89.741131	96.428571	
0.001000	0.231817	0.153106	92.329818	96.428571	
0.001000	0.227079	0.152027	93.384468	96.938776	
0.001000	0.217282	0.145881	92.905081	96.938776	
0.001000	0.209387	0.145571	93.000959	97.959184	
0.001000	0.236175	0.153015	92.233941	96.428571	
0.001000	0.257411	0.225768	90.795781	93.877551	
0.001000	0.221529	0.184480	91.850431	94.387755	
0.001000	0.217395	0.169278	91.562800	95.408163	
0.001000	0.208050	0.147715	92.233941	95.918367	
0.001000	0.205056	0.134833	93.384468	96.938776	
0.001000	0.224008	0.136794	92.713327	96.938775	
0.001000	0.197351	0.140476	93.480345	96.428571	
0.001000	0.220468	0.144766	92.138063	96.938776	
0.001000	0.195575	0.158656	93.000959	95.918367	
0.001000	0.208654	0.178777	93.000959	95.918367	
0.001000	0.205698	0.260403	91.466922	92.346939	
0.001000	0.208470	0.226889	92.425695	93.877551	
0.001000	0.220852	0.188958	92.425695	94.897959	
0.001000	0.226537	0.178194	91.371045	95.918367	
0.001000	0.196111	0.170984	93.096836	95.918367	
0.001000	0.211873	0.171389	92.042186	95.408163	
0.001000	0.224654	0.181748	92.425695	94.897959	
0.001000	0.205888	0.164922	92.329818	94.897959	
0.001000	0.202985	0.170132	93.000959	94.897959	
0.001000	0.190182	0.153282	93.192713	94.897959	
0.001000	0.201441	0.144800	93.767977	94.897959	
0.001000	0.190868	0.140578	93.288591	94.897959	
0.001000	0.191078	0.136416	93.480345	95.408163	
0.001000	0.190951	0.133579	92.809204	95.918367	
0.001000	0.190215	0.138462	92.713327	95.408163	
0.001000	0.177989	0.145459	93.863854	95.408163	
0.001000	0.203983	0.151652	92.329818	95.408163	
0.001000	0.185215	0.151691	93.000959	95.918367	
0.001000	0.181108	0.140835	93.767977	95.918367	
0.001000	0.247801	0.132241	91.179290	96.938776	
0.001000	0.192738	0.130660	92.425695	95.918367	
0.001000	0.185197	0.128068	92.809204	96.428571	
0.001000	0.202707	0.140394	92.809204	95.408163	
0.001000	0.198300	0.146348	92.329818	95.918367	
0.001000	0.202091	0.141502	92.138063	96.428571	
0.001000	0.191698	0.127347	92.521572	95.918367	
0.001000	0.185906	0.124565	93.288591	95.918367	
0.001000	0.172397	0.149062	93.288591	96.428571	
0.001000	0.193311	0.161415	92.329818	95.918367	
0.001000	0.193814	0.141016	93.192713	96.428571	
0.001000	0.217904	0.134634	91.562800	96.428571	
0.001000	0.187309	0.118404	92.809204	96.428571	
0.001000	0.201046	0.104753	91.946309	96.938776	
0.001000	0.204440	0.109992	92.425695	96.938776	
0.001000	0.181401	0.119479	93.000959	96.938776	
0.001000	0.171393	0.117886	94.439118	96.938776	
0.001000	0.192647	0.120090	92.425695	96.938776	
0.001000	0.175261	0.125426	94.151486	96.428571	
0.001000	0.190584	0.132296	92.138063	96.428571	
0.001000	0.167334	0.124716	94.055609	96.428571	
0.001000	0.165885	0.119929	94.055609	97.448979	
0.001000	0.199936	0.130383	92.809204	96.428571	
0.001000	0.156089	0.159004	93.576222	96.428571	
0.001000	0.172126	0.158625	94.247363	95.408163	
0.001000	0.192062	0.138647	92.809204	95.408163	
0.001000	0.216373	0.141145	92.617450	95.408163	
0.001000	0.200997	0.140090	92.138063	96.428571	
0.001000	0.183045	0.138022	93.000959	96.428571	
0.001000	0.168475	0.139790	93.672100	96.428571	
0.001000	0.195129	0.142377	92.425695	96.428571	
0.001000	0.172749	0.149130	93.480345	96.428571	
0.001000	0.171652	0.134136	94.534995	96.428571	
0.001000	0.193249	0.118960	92.905082	95.918367	
0.001000	0.203031	0.119470	92.425695	95.918367	
0.001000	0.168726	0.121476	92.521572	95.918367	
0.001000	0.162098	0.121417	93.384468	95.918367	
0.001000	0.182516	0.126193	93.863854	95.918367	
0.001000	0.167892	0.126230	93.672100	95.918367	
0.001000	0.178119	0.133154	93.000959	95.918367	
0.001000	0.197030	0.136480	90.891659	95.918367	
0.001000	0.154085	0.133156	94.822627	95.918367	
0.001000	0.171297	0.123676	94.247363	95.918367	
0.001000	0.158168	0.119368	94.534995	96.938776	
0.001000	0.183168	0.119918	93.576222	96.428571	
0.001000	0.164458	0.120680	94.247363	96.428571	
0.001000	0.196574	0.113754	92.713327	95.918367	
0.001000	0.151870	0.133670	95.014382	96.428571	
0.001000	0.189858	0.137477	92.905081	96.938776	
0.001000	0.177824	0.135818	93.480345	96.428571	
0.001000	0.167184	0.134911	93.672100	95.918367	
0.001000	0.169878	0.123333	94.247363	96.938776	
0.001000	0.185617	0.132192	92.042186	95.918367	
0.001000	0.168671	0.154015	93.480345	94.897959	
0.001000	0.193849	0.150441	92.329818	95.408163	
0.001000	0.197526	0.137888	92.617450	96.428571	
0.001000	0.190275	0.136916	92.617450	96.428571	
0.001000	0.187000	0.139538	92.138063	96.428571	
0.001000	0.163629	0.146815	94.247363	95.918367	
0.001000	0.146870	0.137274	94.726750	95.918367	
0.001000	0.155603	0.132727	93.672100	95.918367	
0.001000	0.185823	0.136983	93.096836	95.918367	
0.000100	0.855884	0.102374	75.666439	97.647059	
0.000100	0.745406	0.102189	77.033493	98.039216	
0.000100	0.721599	0.107978	77.717020	98.039216	
0.000100	0.580570	0.121129	80.177717	98.039216	
0.000100	0.494522	0.136308	83.116884	97.647059	
0.000100	0.473728	0.143891	84.278879	97.647059	
0.000100	0.438407	0.153699	84.894054	97.254902	
0.000100	0.417401	0.152225	85.850991	97.647059	
0.000100	0.431047	0.152940	85.577581	97.647059	
0.000100	0.410401	0.150844	85.645933	97.647059	
0.000100	0.409719	0.150241	86.192755	97.647059	
0.000100	0.377774	0.145942	86.602871	97.647059	
0.000100	0.357623	0.145802	88.926863	97.647059	
0.000100	0.402783	0.145532	85.987697	97.647059	
0.000100	0.344343	0.145980	88.585100	96.862745	
0.000100	0.327992	0.144261	88.926863	97.254902	
0.000100	0.344020	0.141988	87.764867	96.862745	
0.000100	0.311420	0.139394	88.721805	96.470588	
0.000100	0.342175	0.140403	87.696515	96.470588	
0.000100	0.296942	0.137527	89.542038	96.470588	
0.000100	0.295074	0.136979	90.498975	96.862745	
0.000100	0.301738	0.131079	89.610390	96.862745	
0.000100	0.277765	0.128492	90.635681	96.862745	
0.000100	0.311372	0.130200	89.678742	96.862745	
0.000100	0.333458	0.126033	88.995216	97.254902	
0.000100	0.292912	0.126059	89.473685	96.862745	
0.000100	0.295008	0.123648	90.362270	97.647059	
0.000100	0.280446	0.126719	90.772386	96.862745	
0.000100	0.303280	0.126725	88.995216	97.254902	
0.000100	0.295056	0.127045	90.772386	97.254902	
0.000100	0.292988	0.125791	89.542038	97.254902	
0.000100	0.283958	0.129051	90.157212	96.862745	
0.000100	0.272943	0.127331	90.362270	97.254902	
0.000100	0.266837	0.128489	91.182502	97.254902	
0.000100	0.280499	0.128211	90.293917	97.254902	
0.000100	0.258954	0.129421	90.840739	96.862745	
0.000100	0.217052	0.124165	92.481204	97.254902	
0.000100	0.266531	0.123305	90.225565	97.647059	
0.000100	0.269015	0.120447	91.045797	97.647059	
0.000100	0.283743	0.120891	90.840739	97.647059	
0.000100	0.245449	0.119380	91.114150	97.647059	
0.000100	0.256905	0.120615	91.524266	97.647059	
0.000100	0.267688	0.122063	91.045797	97.647059	
0.000100	0.280902	0.124923	89.473685	96.862745	
0.000100	0.288901	0.125848	89.883801	96.862745	
0.000100	0.220522	0.123718	92.207793	96.862745	
0.000100	0.242078	0.122210	91.660971	97.254902	
0.000100	0.225660	0.121900	92.617909	97.254902	
0.000100	0.242914	0.122853	92.207793	97.647059	
0.000100	0.272300	0.122302	90.567328	97.647059	
0.000100	0.253473	0.122046	91.045797	97.647059	
0.000100	0.251827	0.123502	91.455913	97.647059	
